GO:0106414	mRNA dihydrouridine synthase activity	56931
GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	3226
GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	3221
GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	5241
GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	2002
GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	3196
GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	2000
GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	9516
GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	6239
GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	688
GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	2004
GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	2005
GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	5465
GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	4855
GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	4853
GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	8856
GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	4851
GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	3198
GO:0046659	digestive hormone activity	6343
GO:0050786	RAGE receptor binding	3148
GO:0050786	RAGE receptor binding	3146
GO:0050786	RAGE receptor binding	6283
GO:0001918	farnesylated protein binding	23746
GO:0035005	1-phosphatidylinositol-4-phosphate 3-kinase activity	5288
GO:0035005	1-phosphatidylinositol-4-phosphate 3-kinase activity	5294
GO:0035005	1-phosphatidylinositol-4-phosphate 3-kinase activity	5287
GO:0035005	1-phosphatidylinositol-4-phosphate 3-kinase activity	5286
GO:0005484	SNAP receptor activity	55014
GO:0005484	SNAP receptor activity	143187
GO:0005484	SNAP receptor activity	6811
GO:0005484	SNAP receptor activity	51272
GO:0005484	SNAP receptor activity	9527
GO:0005484	SNAP receptor activity	662
GO:0005484	SNAP receptor activity	10652
GO:0005484	SNAP receptor activity	26984
GO:0005484	SNAP receptor activity	8675
GO:1990599	3' overhang single-stranded DNA endodeoxyribonuclease activity	2072
GO:1990599	3' overhang single-stranded DNA endodeoxyribonuclease activity	28990
GO:1990599	3' overhang single-stranded DNA endodeoxyribonuclease activity	2067
GO:0140608	cysteine-type endopeptidase activator activity	9447
GO:0140608	cysteine-type endopeptidase activator activity	22900
GO:0140608	cysteine-type endopeptidase activator activity	22861
GO:0140608	cysteine-type endopeptidase activator activity	114548
GO:0140608	cysteine-type endopeptidase activator activity	92609
GO:0061649	ubiquitin-modified histone reader activity	254225
GO:0061649	ubiquitin-modified histone reader activity	7158
GO:0061649	ubiquitin-modified histone reader activity	120935
GO:0061649	ubiquitin-modified histone reader activity	27000
GO:0061649	ubiquitin-modified histone reader activity	9958
GO:0061649	ubiquitin-modified histone reader activity	51720
GO:0141106	tRNA methyltransferase activator activity	51504
GO:0052871	alpha-tocopherol omega-hydroxylase activity	8529
GO:1990715	mRNA CDS binding	85451
GO:1990715	mRNA CDS binding	221662
GO:1990715	mRNA CDS binding	11030
GO:0106153	phosphorylated histone binding	80764
GO:0022832	voltage-gated channel activity	123591
GO:0097003	adipokinetic hormone receptor activity	51094
GO:0097003	adipokinetic hormone receptor activity	79602
GO:0097001	ceramide binding	55353
GO:0097001	ceramide binding	84725
GO:0097001	ceramide binding	5360
GO:0097001	ceramide binding	2055
GO:0097001	ceramide binding	10087
GO:0097001	ceramide binding	146722
GO:0097001	ceramide binding	7416
GO:0097001	ceramide binding	7417
GO:0097001	ceramide binding	81631
GO:0097371	MDM2/MDM4 family protein binding	10197
GO:0017042	glycosylceramidase activity	57733
GO:0051879	Hsp90 protein binding	2081
GO:0051879	Hsp90 protein binding	10273
GO:0051879	Hsp90 protein binding	1543
GO:0051879	Hsp90 protein binding	10869
GO:0051879	Hsp90 protein binding	196
GO:0051879	Hsp90 protein binding	64127
GO:0051879	Hsp90 protein binding	10013
GO:0051879	Hsp90 protein binding	406
GO:0051879	Hsp90 protein binding	3091
GO:0051879	Hsp90 protein binding	135138
GO:0051879	Hsp90 protein binding	5470
GO:0051879	Hsp90 protein binding	4862
GO:0051879	Hsp90 protein binding	1571
GO:0051879	Hsp90 protein binding	3297
GO:0051879	Hsp90 protein binding	8468
GO:0051879	Hsp90 protein binding	5481
GO:0051879	Hsp90 protein binding	6188
GO:0005134	interleukin-2 receptor binding	92609
GO:0005137	interleukin-5 receptor binding	6386
GO:0005136	interleukin-4 receptor binding	10464
GO:0005136	interleukin-4 receptor binding	146722
GO:0005131	growth hormone receptor binding	3717
GO:0005131	growth hormone receptor binding	3716
GO:0005131	growth hormone receptor binding	2688
GO:0005133	type II interferon receptor binding	9093
GO:0005139	interleukin-7 receptor binding	85480
GO:0010348	lithium:proton antiporter activity	133308
GO:0004571	mannosyl-oligosaccharide 1,2-alpha-mannosidase activity	4121
GO:0004571	mannosyl-oligosaccharide 1,2-alpha-mannosidase activity	11253
GO:0004571	mannosyl-oligosaccharide 1,2-alpha-mannosidase activity	55741
GO:0004571	mannosyl-oligosaccharide 1,2-alpha-mannosidase activity	80267
GO:0004571	mannosyl-oligosaccharide 1,2-alpha-mannosidase activity	9695
GO:0070891	lipoteichoic acid binding	3929
GO:0070891	lipoteichoic acid binding	929
GO:0070891	lipoteichoic acid binding	1755
GO:0070891	lipoteichoic acid binding	923
GO:0047918	GDP-mannose 3,5-epimerase activity	7264
GO:0004849	uridine kinase activity	7371
GO:0004849	uridine kinase activity	83549
GO:0004844	uracil DNA N-glycosylase activity	6996
GO:0004844	uracil DNA N-glycosylase activity	23583
GO:0004844	uracil DNA N-glycosylase activity	7374
GO:0004842	ubiquitin-protein transferase activity	10299
GO:0004842	ubiquitin-protein transferase activity	55182
GO:0004842	ubiquitin-protein transferase activity	9810
GO:0004842	ubiquitin-protein transferase activity	130507
GO:0004842	ubiquitin-protein transferase activity	57448
GO:0004842	ubiquitin-protein transferase activity	10293
GO:0004842	ubiquitin-protein transferase activity	10210
GO:0004842	ubiquitin-protein transferase activity	257218
GO:0004842	ubiquitin-protein transferase activity	80829
GO:0004842	ubiquitin-protein transferase activity	5071
GO:0004842	ubiquitin-protein transferase activity	253980
GO:0004842	ubiquitin-protein transferase activity	6478
GO:0004842	ubiquitin-protein transferase activity	10892
GO:0004842	ubiquitin-protein transferase activity	6477
GO:0004842	ubiquitin-protein transferase activity	5987
GO:0004842	ubiquitin-protein transferase activity	83737
GO:0004842	ubiquitin-protein transferase activity	26272
GO:0004842	ubiquitin-protein transferase activity	9867
GO:0004842	ubiquitin-protein transferase activity	25820
GO:0004842	ubiquitin-protein transferase activity	23295
GO:0004842	ubiquitin-protein transferase activity	56254
GO:0004842	ubiquitin-protein transferase activity	29116
GO:0004842	ubiquitin-protein transferase activity	997
GO:0004842	ubiquitin-protein transferase activity	54880
GO:0004842	ubiquitin-protein transferase activity	79444
GO:0004842	ubiquitin-protein transferase activity	672
GO:0004842	ubiquitin-protein transferase activity	10206
GO:0004842	ubiquitin-protein transferase activity	9666
GO:0004842	ubiquitin-protein transferase activity	267
GO:0004842	ubiquitin-protein transferase activity	7128
GO:0004842	ubiquitin-protein transferase activity	7126
GO:0004842	ubiquitin-protein transferase activity	7318
GO:0004842	ubiquitin-protein transferase activity	7319
GO:0004842	ubiquitin-protein transferase activity	10193
GO:0004842	ubiquitin-protein transferase activity	221687
GO:0004842	ubiquitin-protein transferase activity	79872
GO:0004842	ubiquitin-protein transferase activity	9903
GO:0004842	ubiquitin-protein transferase activity	26001
GO:0004842	ubiquitin-protein transferase activity	10616
GO:0004842	ubiquitin-protein transferase activity	373
GO:0004842	ubiquitin-protein transferase activity	54926
GO:0004842	ubiquitin-protein transferase activity	55521
GO:0004842	ubiquitin-protein transferase activity	9148
GO:0004842	ubiquitin-protein transferase activity	51514
GO:0004842	ubiquitin-protein transferase activity	29128
GO:0004842	ubiquitin-protein transferase activity	84133
GO:0004842	ubiquitin-protein transferase activity	57674
GO:0004842	ubiquitin-protein transferase activity	84282
GO:0004842	ubiquitin-protein transferase activity	220441
GO:0004842	ubiquitin-protein transferase activity	83892
GO:0004842	ubiquitin-protein transferase activity	51619
GO:0004842	ubiquitin-protein transferase activity	26259
GO:0004842	ubiquitin-protein transferase activity	55223
GO:0004842	ubiquitin-protein transferase activity	55743
GO:0004842	ubiquitin-protein transferase activity	57574
GO:0004842	ubiquitin-protein transferase activity	64750
GO:0004842	ubiquitin-protein transferase activity	580
GO:0004842	ubiquitin-protein transferase activity	54894
GO:0004842	ubiquitin-protein transferase activity	54546
GO:0004842	ubiquitin-protein transferase activity	50862
GO:0004842	ubiquitin-protein transferase activity	4193
GO:0004842	ubiquitin-protein transferase activity	84231
GO:0004842	ubiquitin-protein transferase activity	8452
GO:0004842	ubiquitin-protein transferase activity	57154
GO:0004842	ubiquitin-protein transferase activity	10425
GO:0004842	ubiquitin-protein transferase activity	7706
GO:0004842	ubiquitin-protein transferase activity	90678
GO:0004842	ubiquitin-protein transferase activity	220972
GO:0004842	ubiquitin-protein transferase activity	27252
GO:0004842	ubiquitin-protein transferase activity	1643
GO:0004842	ubiquitin-protein transferase activity	81559
GO:0004842	ubiquitin-protein transferase activity	55120
GO:0004842	ubiquitin-protein transferase activity	89122
GO:0004842	ubiquitin-protein transferase activity	3093
GO:0004842	ubiquitin-protein transferase activity	26224
GO:0004842	ubiquitin-protein transferase activity	154214
GO:0004842	ubiquitin-protein transferase activity	23321
GO:0004842	ubiquitin-protein transferase activity	63893
GO:0004842	ubiquitin-protein transferase activity	331
GO:0004842	ubiquitin-protein transferase activity	330
GO:0004842	ubiquitin-protein transferase activity	54551
GO:0004842	ubiquitin-protein transferase activity	55819
GO:0004842	ubiquitin-protein transferase activity	11342
GO:0004842	ubiquitin-protein transferase activity	131405
GO:0004842	ubiquitin-protein transferase activity	55958
GO:0004842	ubiquitin-protein transferase activity	9870
GO:0004842	ubiquitin-protein transferase activity	27246
GO:0004842	ubiquitin-protein transferase activity	7267
GO:0004842	ubiquitin-protein transferase activity	51132
GO:0004842	ubiquitin-protein transferase activity	6047
GO:0004842	ubiquitin-protein transferase activity	6045
GO:0004842	ubiquitin-protein transferase activity	6048
GO:0004842	ubiquitin-protein transferase activity	6049
GO:0004842	ubiquitin-protein transferase activity	55128
GO:0004842	ubiquitin-protein transferase activity	92912
GO:0004842	ubiquitin-protein transferase activity	10155
GO:0004842	ubiquitin-protein transferase activity	115426
GO:0004842	ubiquitin-protein transferase activity	29089
GO:0004842	ubiquitin-protein transferase activity	5896
GO:0004842	ubiquitin-protein transferase activity	7844
GO:0004842	ubiquitin-protein transferase activity	11236
GO:0004842	ubiquitin-protein transferase activity	55284
