BIANA ID	UniProt ID	Gene Symbol	Seed	Description	Gene ID	Equivalent Entries	GUILD Score	Degree
24432	Q6EEV6	SUMO4	1	RecName: Full=Small ubiquitin-related modifier 4; Short=SUMO-4; AltName: Full=Small ubiquitin-like protein 4; Flags: Precursor;	387082	-	0.675535	293
14152	P49768	PSEN1	1	RecName: Full=Presenilin-1; Short=PS-1; EC=3.4.23.- {ECO:0000269|PubMed:10206644, ECO:0000269|PubMed:10811883, ECO:0000269|PubMed:10899933, ECO:0000269|PubMed:12679784, ECO:0000269|PubMed:15274632, ECO:0000269|PubMed:26280335}; AltName: Full=Protein S182; Contains: RecName: Full=Presenilin-1 NTF subunit; Contains: RecName: Full=Presenilin-1 CTF subunit; Contains: RecName: Full=Presenilin-1 CTF12; Short=PS1-CTF12;	5663	-	0.674721	109
9806	P30519	HMOX2	1	RecName: Full=Heme oxygenase 2; Short=HO-2; EC=1.14.14.18 {ECO:0000269|PubMed:1575508, ECO:0000269|PubMed:7890772}; Contains: RecName: Full=Heme oxygenase 2 soluble form {ECO:0000303|PubMed:7890772};	3163	-	0.674697	224
19034	O43542	XRCC3	1	RecName: Full=DNA repair protein XRCC3; AltName: Full=X-ray repair cross-complementing protein 3;	7517	-	0.673715	19
10771	O00217	NDUFS8	1	RecName: Full=NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial; EC=7.1.1.2 {ECO:0000269|PubMed:22499348}; AltName: Full=Complex I-23kD; Short=CI-23kD; AltName: Full=NADH-ubiquinone oxidoreductase 23 kDa subunit; AltName: Full=TYKY subunit; Flags: Precursor;	4728	-	0.673644	195
12646	P04040	CAT	1	RecName: Full=Catalase; EC=1.11.1.6 {ECO:0000269|PubMed:7882369};	847	-	0.673275	137
30624	P57052	RBM11	1	RecName: Full=Splicing regulator RBM11 {ECO:0000305}; AltName: Full=RNA-binding motif protein 11;	54033	-	0.671564	160
16762	Q969S3	ZNF622	1	RecName: Full=Cytoplasmic 60S subunit biogenesis factor ZNF622 {ECO:0000305}; AltName: Full=Zinc finger protein 622 {ECO:0000305}; AltName: Full=Zinc finger-like protein 9 {ECO:0000303|PubMed:11802789};	90441	-	0.671465	83
16291	Q16236	NFE2L2	1	RecName: Full=Nuclear factor erythroid 2-related factor 2 {ECO:0000303|PubMed:11035812}; Short=NF-E2-related factor 2 {ECO:0000303|PubMed:11035812}; Short=NFE2-related factor 2 {ECO:0000303|PubMed:11035812}; Short=Nrf-2 {ECO:0000303|PubMed:11256947}; AltName: Full=Nuclear factor, erythroid derived 2, like 2 {ECO:0000303|PubMed:33009401, ECO:0000303|PubMed:7937919};	4780	-	0.670927	80
14056	P06241	FYN	1	RecName: Full=Tyrosine-protein kinase Fyn; EC=2.7.10.2 {ECO:0000269|PubMed:11005864, ECO:0000269|PubMed:11162638, ECO:0000269|PubMed:12788081, ECO:0000269|PubMed:14707117, ECO:0000269|PubMed:14761972, ECO:0000269|PubMed:7568038}; AltName: Full=Proto-oncogene Syn; AltName: Full=Proto-oncogene c-Fyn; AltName: Full=Src-like kinase; Short=SLK; AltName: Full=p59-Fyn;	2534	-	0.670927	107
12024	Q16881	TXNRD1	1	RecName: Full=Thioredoxin reductase 1, cytoplasmic {ECO:0000305}; Short=TR; EC=1.8.1.9 {ECO:0000269|PubMed:8577704}; AltName: Full=Gene associated with retinoic and interferon-induced mortality 12 protein; Short=GRIM-12; Short=Gene associated with retinoic and IFN-induced mortality 12 protein; AltName: Full=KM-102-derived reductase-like factor; AltName: Full=Peroxidase TXNRD1 {ECO:0000305|PubMed:10849437}; EC=1.11.1.2 {ECO:0000269|PubMed:10849437}; AltName: Full=Thioredoxin reductase TR1;	7296	-	0.670677	69
10625	Q99683	MAP3K5	1	RecName: Full=Mitogen-activated protein kinase kinase kinase 5; EC=2.7.11.25 {ECO:0000269|PubMed:26095851}; AltName: Full=Apoptosis signal-regulating kinase 1; Short=ASK-1; AltName: Full=MAPK/ERK kinase kinase 5; Short=MEK kinase 5; Short=MEKK 5;	4217	-	0.670637	59
15443	P04179	SOD2	1	RecName: Full=Superoxide dismutase [Mn], mitochondrial; EC=1.15.1.1 {ECO:0000269|PubMed:10334867, ECO:0000269|PubMed:10852710, ECO:0000269|PubMed:11580280, ECO:0000269|PubMed:19265433, ECO:0000269|PubMed:8605177, ECO:0000269|PubMed:9537987, ECO:0000269|PubMed:9537988}; Flags: Precursor;	6648	-	0.670239	91
14326	P29353	SHC1	1	RecName: Full=SHC-transforming protein 1; AltName: Full=SHC-transforming protein 3; AltName: Full=SHC-transforming protein A; AltName: Full=Src homology 2 domain-containing-transforming protein C1; Short=SH2 domain protein C1;	6464	-	0.670202	86
15549	P27540	ARNT	1	RecName: Full=Aryl hydrocarbon receptor nuclear translocator {ECO:0000305}; Short=ARNT protein; AltName: Full=Class E basic helix-loop-helix protein 2; Short=bHLHe2; AltName: Full=Dioxin receptor, nuclear translocator; AltName: Full=Hypoxia-inducible factor 1-beta; Short=HIF-1-beta; Short=HIF1-beta;	405	-	0.669798	54
12765	P08253	MMP2	1	RecName: Full=72 kDa type IV collagenase {ECO:0000303|PubMed:2162831, ECO:0000303|PubMed:2834383}; EC=3.4.24.24 {ECO:0000305|PubMed:11179305, ECO:0000305|PubMed:11431697, ECO:0000305|PubMed:12147339, ECO:0000305|PubMed:2834383}; AltName: Full=72 kDa gelatinase {ECO:0000303|PubMed:1655733}; AltName: Full=Gelatinase A; AltName: Full=Matrix metalloproteinase-2; Short=MMP-2; AltName: Full=TBE-1; Contains: RecName: Full=PEX; Flags: Precursor;	4313	-	0.669712	15
14273	O75874	IDH1	1	RecName: Full=Isocitrate dehydrogenase [NADP] cytoplasmic; Short=IDH; Short=IDH1 {ECO:0000303|PubMed:19935646}; EC=1.1.1.42 {ECO:0000269|PubMed:10521434, ECO:0000269|PubMed:19935646}; AltName: Full=Cytosolic NADP-isocitrate dehydrogenase; AltName: Full=IDPc; AltName: Full=NADP(+)-specific ICDH; AltName: Full=Oxalosuccinate decarboxylase;	3417	-	0.669015	92
11631	Q16595	FXN	1	RecName: Full=Frataxin, mitochondrial {ECO:0000303|PubMed:18725397}; EC=1.16.3.1 {ECO:0000269|PubMed:15641778}; AltName: Full=Friedreich ataxia protein; Short=Fxn; Contains: RecName: Full=Frataxin intermediate form; Short=i-FXN; Contains: RecName: Full=Frataxin(56-210); AltName: Full=m56-FXN; Contains: RecName: Full=Frataxin(78-210); AltName: Full=d-FXN; AltName: Full=m78-FXN; Contains: RecName: Full=Frataxin mature form; AltName: Full=Frataxin(81-210); AltName: Full=m81-FXN; Contains: RecName: Full=Extramitochondrial frataxin {ECO:0000303|PubMed:20053667}; Flags: Precursor;	2395	-	0.668213	58
14114	P10415	BCL2	1	RecName: Full=Apoptosis regulator Bcl-2;	596	-	0.66815	51
15382	Q99757	TXN2	1	RecName: Full=Thioredoxin, mitochondrial; Short=MTRX; Short=Mt-Trx; AltName: Full=Thioredoxin-2; Flags: Precursor;	25828	-	0.667927	138
15438	P31751	AKT2	1	RecName: Full=RAC-beta serine/threonine-protein kinase; EC=2.7.11.1 {ECO:0000269|PubMed:12517337, ECO:0000269|PubMed:15890450, ECO:0000269|PubMed:16540465, ECO:0000269|PubMed:9512493}; AltName: Full=Protein kinase Akt-2; AltName: Full=Protein kinase B beta; Short=PKB beta {ECO:0000303|PubMed:9512493}; AltName: Full=RAC protein kinase beta {ECO:0000303|PubMed:1801921}; Short=RAC-PK-beta;	208	-	0.667629	102
8209	F7VJQ1; P04156	PRNP	1	RecName: Full=Alternative prion protein; AltName: Full=AltPrP;; RecName: Full=Major prion protein; Short=PrP; AltName: Full=ASCR; AltName: Full=PrP27-30; AltName: Full=PrP33-35C; AltName: CD_antigen=CD230; Flags: Precursor;	5621	-	0.666931	80
21247	Q92574	TSC1	1	RecName: Full=Hamartin {ECO:0000303|PubMed:9809973}; AltName: Full=Tuberous sclerosis 1 protein {ECO:0000303|PubMed:9242607};	7248	-	0.666889	184
57254	O43827	ANGPTL7	1	RecName: Full=Angiopoietin-related protein 7; AltName: Full=Angiopoietin-like factor; AltName: Full=Angiopoietin-like protein 7; AltName: Full=Cornea-derived transcript 6 protein; Flags: Precursor;	10218	-	0.666284	2
10777	O75306	NDUFS2	1	RecName: Full=NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial; EC=7.1.1.2 {ECO:0000269|PubMed:22036843, ECO:0000269|PubMed:30922174}; AltName: Full=Complex I-49kD; Short=CI-49kD; AltName: Full=NADH-ubiquinone oxidoreductase 49 kDa subunit; Flags: Precursor;	4720	-	0.666151	164
31983	O75569	PRKRA	1	RecName: Full=Interferon-inducible double-stranded RNA-dependent protein kinase activator A; AltName: Full=PKR-associated protein X; AltName: Full=PKR-associating protein X; AltName: Full=Protein activator of the interferon-induced protein kinase; AltName: Full=Protein kinase, interferon-inducible double-stranded RNA-dependent activator;	8575	-	0.665875	37
11000	P22392	NME2	1	RecName: Full=Nucleoside diphosphate kinase B; Short=NDK B; Short=NDP kinase B; EC=2.7.4.6 {ECO:0000269|PubMed:1851158, ECO:0000269|PubMed:25679041}; AltName: Full=C-myc purine-binding transcription factor PUF; AltName: Full=Histidine protein kinase NDKB; EC=2.7.13.3 {ECO:0000269|PubMed:20946858}; AltName: Full=nm23-H2;	4831; 654364	-	0.665838	84
13233	P53041	PPP5C	1	RecName: Full=Serine/threonine-protein phosphatase 5; Short=PP5; EC=3.1.3.16 {ECO:0000269|PubMed:14734805, ECO:0000269|PubMed:14764652, ECO:0000269|PubMed:15546861, ECO:0000269|PubMed:16790549, ECO:0000269|PubMed:19176521, ECO:0000269|PubMed:23102700, ECO:0000269|PubMed:30699359}; AltName: Full=Protein phosphatase T; Short=PP-T; Short=PPT;	5536	-	0.665735	72
7048	P00390	GSR	1	RecName: Full=Glutathione reductase, mitochondrial; Short=GR; Short=GRase; EC=1.8.1.7 {ECO:0000269|PubMed:17185460}; Flags: Precursor;	2936	-	0.664828	71
11577	Q9BXM7	PINK1	1	RecName: Full=Serine/threonine-protein kinase PINK1, mitochondrial; EC=2.7.11.1 {ECO:0000269|PubMed:18957282, ECO:0000269|PubMed:24660806, ECO:0000269|PubMed:24751536, ECO:0000269|PubMed:24784582, ECO:0000269|PubMed:32484300}; AltName: Full=BRPK; AltName: Full=PTEN-induced putative kinase protein 1; Flags: Precursor;	65018	-	0.664543	25
15366	P19447	ERCC3	1	RecName: Full=General transcription and DNA repair factor IIH helicase/translocase subunit XPB {ECO:0000303|PubMed:27193682}; Short=TFIIH subunit XPB; EC=5.6.2.4 {ECO:0000269|PubMed:8663148, ECO:0000305|PubMed:8465201}; AltName: Full=Basic transcription factor 2 89 kDa subunit; Short=BTF2 p89; AltName: Full=DNA 3'-5' helicase/translocase XPB {ECO:0000305}; AltName: Full=DNA excision repair protein ERCC-3; AltName: Full=DNA repair protein complementing XP-B cells {ECO:0000303|PubMed:2167179}; AltName: Full=TFIIH basal transcription factor complex 89 kDa subunit {ECO:0000303|PubMed:8465201}; Short=TFIIH 89 kDa subunit; Short=TFIIH p89; AltName: Full=Xeroderma pigmentosum group B-complementing protein;	2071	-	0.664519	59
10192	Q15139	PRKD1	1	RecName: Full=Serine/threonine-protein kinase D1; EC=2.7.11.13; AltName: Full=Protein kinase C mu type; AltName: Full=Protein kinase D; AltName: Full=nPKC-D1; AltName: Full=nPKC-mu;	5587	-	0.664423	16
32547	Q8TCS8	PNPT1	1	RecName: Full=Polyribonucleotide nucleotidyltransferase 1, mitochondrial {ECO:0000305}; EC=2.7.7.8 {ECO:0000269|PubMed:18083836}; AltName: Full=3'-5' RNA exonuclease OLD35; AltName: Full=PNPase old-35; AltName: Full=Polynucleotide phosphorylase 1; Short=PNPase 1; AltName: Full=Polynucleotide phosphorylase-like protein; Flags: Precursor;	87178	-	0.664398	81
10271	Q9Y3D2	MSRB2	1	RecName: Full=Methionine-R-sulfoxide reductase B2, mitochondrial; Short=MsrB2; EC=1.8.4.12 {ECO:0000250|UniProtKB:Q9JLC3}; EC=1.8.4.14 {ECO:0000250|UniProtKB:Q9JLC3}; Flags: Precursor;	22921	-	0.664101	51
15111	P49137	MAPKAPK2	1	RecName: Full=MAP kinase-activated protein kinase 2; Short=MAPK-activated protein kinase 2; Short=MAPKAP kinase 2; Short=MAPKAP-K2; Short=MAPKAPK-2; Short=MK-2; Short=MK2; EC=2.7.11.1;	9261	-	0.663685	47
39530	Q9NX58	LYAR	1	RecName: Full=Cell growth-regulating nucleolar protein;	55646	-	0.663471	51
10187	P50281	MMP14	1	RecName: Full=Matrix metalloproteinase-14; Short=MMP-14; EC=3.4.24.80 {ECO:0000269|PubMed:35177851, ECO:0000269|PubMed:8015608}; AltName: Full=MMP-X1; AltName: Full=Membrane-type matrix metalloproteinase 1; Short=MT-MMP 1; Short=MTMMP1; AltName: Full=Membrane-type-1 matrix metalloproteinase {ECO:0000303|PubMed:35177851}; Short=MT1-MMP {ECO:0000303|PubMed:35177851}; Short=MT1MMP {ECO:0000303|PubMed:35177851}; Flags: Precursor;	4323	-	0.663315	26
14521	Q13043	STK4	1	RecName: Full=Serine/threonine-protein kinase 4; EC=2.7.11.1 {ECO:0000269|PubMed:18328708}; AltName: Full=Mammalian STE20-like protein kinase 1; Short=MST-1; AltName: Full=STE20-like kinase MST1; AltName: Full=Serine/threonine-protein kinase Krs-2; Contains: RecName: Full=Serine/threonine-protein kinase 4 37kDa subunit; Short=MST1/N; Contains: RecName: Full=Serine/threonine-protein kinase 4 18kDa subunit; Short=MST1/C;	6789	-	0.663297	54
10740	Q9UI09	NDUFA12	1	RecName: Full=NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12; AltName: Full=13 kDa differentiation-associated protein; AltName: Full=Complex I-B17.2; Short=CI-B17.2; Short=CIB17.2; AltName: Full=NADH-ubiquinone oxidoreductase subunit B17.2;	55967	-	0.663283	120
8890	P48507	GCLM	1	RecName: Full=Glutamate--cysteine ligase regulatory subunit; AltName: Full=GCS light chain; AltName: Full=Gamma-ECS regulatory subunit; AltName: Full=Gamma-glutamylcysteine synthetase regulatory subunit; AltName: Full=Glutamate--cysteine ligase modifier subunit;	2730	-	0.663185	19
9320	O75475	PSIP1	1	RecName: Full=PC4 and SFRS1-interacting protein; AltName: Full=CLL-associated antigen KW-7; AltName: Full=Dense fine speckles 70 kDa protein; Short=DFS 70; AltName: Full=Lens epithelium-derived growth factor; AltName: Full=Transcriptional coactivator p75/p52;	11168	-	0.662466	90
45178	Q9NS18	GLRX2	1	RecName: Full=Glutaredoxin-2, mitochondrial; Flags: Precursor;	51022	-	0.662288	9
15925	Q07820	MCL1	1	RecName: Full=Induced myeloid leukemia cell differentiation protein Mcl-1; AltName: Full=Bcl-2-like protein 3; Short=Bcl2-L-3; AltName: Full=Bcl-2-related protein EAT/mcl1; AltName: Full=mcl1/EAT;	4170	-	0.662259	118
49820	Q13268	DHRS2	1	RecName: Full=Dehydrogenase/reductase SDR family member 2, mitochondrial {ECO:0000303|PubMed:19027726}; EC=1.1.1.- {ECO:0000269|PubMed:16685466}; AltName: Full=Dicarbonyl reductase HEP27 {ECO:0000303|PubMed:7556196}; AltName: Full=Protein D; AltName: Full=Short chain dehydrogenase/reductase family 25C member 1 {ECO:0000303|PubMed:19027726}; Short=Protein SDR25C1 {ECO:0000303|PubMed:19027726}; Flags: Precursor;	10202	-	0.662243	35
14102	P30405	PPIF	1	RecName: Full=Peptidyl-prolyl cis-trans isomerase F, mitochondrial; Short=PPIase F; EC=5.2.1.8 {ECO:0000269|PubMed:20676357}; AltName: Full=Cyclophilin D; Short=CyP-D; Short=CypD; AltName: Full=Cyclophilin F; AltName: Full=Mitochondrial cyclophilin; Short=CyP-M; AltName: Full=Rotamase F; Flags: Precursor;	10105	-	0.661932	116
9547	Q9NNW7	TXNRD2	1	RecName: Full=Thioredoxin reductase 2, mitochondrial {ECO:0000305}; EC=1.8.1.9 {ECO:0000250|UniProtKB:Q9N2I8, ECO:0000250|UniProtKB:Q9Z0J5}; AltName: Full=Selenoprotein Z; Short=SelZ; AltName: Full=TR-beta; AltName: Full=Thioredoxin reductase TR3; Flags: Precursor;	10587	-	0.661514	37
15821	P54646	PRKAA2	1	RecName: Full=5'-AMP-activated protein kinase catalytic subunit alpha-2; Short=AMPK subunit alpha-2; EC=2.7.11.1 {ECO:0000269|PubMed:28552616, ECO:0000269|PubMed:32029622, ECO:0000269|PubMed:36732624, ECO:0000269|PubMed:37079666}; AltName: Full=Acetyl-CoA carboxylase kinase; Short=ACACA kinase; AltName: Full=Hydroxymethylglutaryl-CoA reductase kinase; Short=HMGCR kinase; EC=2.7.11.31 {ECO:0000250|UniProtKB:Q09137};	5563	-	0.661459	132
32094	O75915	ARL6IP5	1	RecName: Full=PRA1 family protein 3; AltName: Full=ADP-ribosylation factor-like protein 6-interacting protein 5; Short=ARL-6-interacting protein 5; Short=Aip-5; AltName: Full=Cytoskeleton-related vitamin A-responsive protein; AltName: Full=Dermal papilla-derived protein 11; AltName: Full=GTRAP3-18; AltName: Full=Glutamate transporter EAAC1-interacting protein; AltName: Full=JM5; AltName: Full=Prenylated Rab acceptor protein 2; AltName: Full=Protein JWa; AltName: Full=Putative MAPK-activating protein PM27;	10550	-	0.661342	187
27313	Q6NUK1	SLC25A24	1	RecName: Full=Mitochondrial adenyl nucleotide antiporter SLC25A24 {ECO:0000305|PubMed:15123600}; AltName: Full=Mitochondrial ATP-Mg/Pi carrier protein 1 {ECO:0000303|PubMed:15123600}; AltName: Full=Mitochondrial Ca(2+)-dependent solute carrier protein 1; AltName: Full=Short calcium-binding mitochondrial carrier protein 1 {ECO:0000303|PubMed:15054102}; Short=SCaMC-1 {ECO:0000303|PubMed:15054102}; AltName: Full=Solute carrier family 25 member 24 {ECO:0000312|HGNC:HGNC:20662};	29957	-	0.661265	69
9042	Q05655	PRKCD	1	RecName: Full=Protein kinase C delta type {ECO:0000305}; EC=2.7.11.13 {ECO:0000269|PubMed:12649167, ECO:0000269|PubMed:18285462, ECO:0000269|PubMed:34593629}; AltName: Full=Tyrosine-protein kinase PRKCD; EC=2.7.10.2; AltName: Full=nPKC-delta; Contains: RecName: Full=Protein kinase C delta type regulatory subunit; Contains: RecName: Full=Protein kinase C delta type catalytic subunit; AltName: Full=Sphingosine-dependent protein kinase-1; Short=SDK1;	5580	-	0.661106	63
47766	Q96DN0	ERP27	1	RecName: Full=Endoplasmic reticulum resident protein 27; Short=ER protein 27; Short=ERp27; AltName: Full=Inactive protein disulfide-isomerase 27 {ECO:0000305}; Flags: Precursor;	121506	-	0.660888	10
47874	Q13216	ERCC8	1	RecName: Full=DNA excision repair protein ERCC-8; AltName: Full=Cockayne syndrome WD repeat protein CSA;	1161	-	0.660692	47
11022	Q9NZB2	FAM120A	1	RecName: Full=Constitutive coactivator of PPAR-gamma-like protein 1; AltName: Full=Oxidative stress-associated SRC activator {ECO:0000303|PubMed:19015244}; AltName: Full=Protein FAM120A;	23196	-	0.660317	117
14013	P43354	NR4A2	1	RecName: Full=Nuclear receptor subfamily 4 group A member 2; AltName: Full=Immediate-early response protein NOT; AltName: Full=Orphan nuclear receptor NURR1; AltName: Full=Transcriptionally-inducible nuclear receptor;	4929	-	0.660312	10
44696	P22352	GPX3	1	RecName: Full=Glutathione peroxidase 3 {ECO:0000305}; Short=GPx-3; Short=GSHPx-3; EC=1.11.1.9 {ECO:0000269|PubMed:1897960}; AltName: Full=Extracellular glutathione peroxidase; AltName: Full=Plasma glutathione peroxidase; Short=GPx-P; Short=GSHPx-P; Flags: Precursor;	2878	-	0.660298	3
8854	O95747	OXSR1	1	RecName: Full=Serine/threonine-protein kinase OSR1; EC=2.7.11.1 {ECO:0000269|PubMed:16669787, ECO:0000269|PubMed:18270262, ECO:0000269|PubMed:21321328}; AltName: Full=Oxidative stress-responsive 1 protein;	9943	-	0.660195	36
10535	Q16644	MAPKAPK3	1	RecName: Full=MAP kinase-activated protein kinase 3; Short=MAPK-activated protein kinase 3; Short=MAPKAP kinase 3; Short=MAPKAP-K3; Short=MAPKAPK-3; Short=MK-3; EC=2.7.11.1; AltName: Full=Chromosome 3p kinase; Short=3pK;	7867	-	0.660082	134
10272	Q8IXL7	MSRB3	1	RecName: Full=Methionine-R-sulfoxide reductase B3; Short=MsrB3; EC=1.8.4.12 {ECO:0000250|UniProtKB:Q9JLC3}; EC=1.8.4.14 {ECO:0000250|UniProtKB:Q9JLC3}; Flags: Precursor;	253827	-	0.659793	73
34640	Q9UJX0	OSGIN1	1	RecName: Full=Oxidative stress-induced growth inhibitor 1 {ECO:0000305}; AltName: Full=Bone marrow stromal cell-derived growth inhibitor {ECO:0000303|PubMed:15569677}; Short=BMSC-derived growth inhibitor {ECO:0000303|PubMed:15569677}; AltName: Full=Ovary, kidney and liver protein 38; Short=huOKL38; AltName: Full=Pregnancy-induced growth inhibitor OKL38 {ECO:0000305|PubMed:15569677};	29948	-	0.659722	47
15464	Q8IXJ6	SIRT2	1	RecName: Full=NAD-dependent protein deacetylase sirtuin-2; EC=2.3.1.286 {ECO:0000255|PROSITE-ProRule:PRU00236, ECO:0000269|PubMed:11483616, ECO:0000269|PubMed:11812793, ECO:0000269|PubMed:16648462, ECO:0000269|PubMed:18722353, ECO:0000269|PubMed:24177535}; AltName: Full=NAD-dependent protein defatty-acylase sirtuin-2 {ECO:0000305}; EC=2.3.1.- {ECO:0000269|PubMed:25704306, ECO:0000269|PubMed:29239724, ECO:0000269|PubMed:32103017}; AltName: Full=Regulatory protein SIR2 homolog 2; AltName: Full=SIR2-like protein 2;	22933	-	0.659265	67
7683	Q9HBY8	SGK2	1	RecName: Full=Serine/threonine-protein kinase Sgk2; EC=2.7.11.1; AltName: Full=Serum/glucocorticoid-regulated kinase 2;	10110	-	0.65917	7
47112	Q00597	FANCC	1	RecName: Full=Fanconi anemia group C protein; Short=Protein FACC;	2176	-	0.659144	52
53648	O14618	CCS	1	RecName: Full=Copper chaperone for superoxide dismutase {ECO:0000305}; AltName: Full=Superoxide dismutase copper chaperone;	9973	-	0.65893	32
9326	Q6XQN6	NAPRT	1	RecName: Full=Nicotinate phosphoribosyltransferase; Short=NAPRTase; EC=6.3.4.21 {ECO:0000269|PubMed:17604275, ECO:0000269|PubMed:21742010, ECO:0000269|PubMed:26042198}; AltName: Full=FHA-HIT-interacting protein; AltName: Full=Nicotinate phosphoribosyltransferase domain-containing protein 1;	93100	-	0.658668	36
55924	O00244	ATOX1	1	RecName: Full=Copper transport protein ATOX1 {ECO:0000305}; AltName: Full=Metal transport protein ATX1;	475	-	0.658558	21
20874	Q9H3M7	TXNIP	1	RecName: Full=Thioredoxin-interacting protein; AltName: Full=Thioredoxin-binding protein 2; AltName: Full=Vitamin D3 up-regulated protein 1;	10628	-	0.658345	57
56059	P18848	ATF4	1	RecName: Full=Cyclic AMP-dependent transcription factor ATF-4 {ECO:0000305}; Short=cAMP-dependent transcription factor ATF-4 {ECO:0000305}; AltName: Full=Activating transcription factor 4 {ECO:0000303|PubMed:2516827}; AltName: Full=Cyclic AMP-responsive element-binding protein 2 {ECO:0000303|PubMed:1534408}; Short=CREB-2 {ECO:0000303|PubMed:1534408}; Short=cAMP-responsive element-binding protein 2 {ECO:0000303|PubMed:1534408}; AltName: Full=Tax-responsive enhancer element-binding protein 67 {ECO:0000303|PubMed:1847461}; Short=TaxREB67 {ECO:0000303|PubMed:1847461};	468	-	0.65833	60
